id,title,content,news_datetime,source,create_time,relevance,direction,impact,interest_direction,interest_impact,dollar_direction,dollar_impact,warrisk_direction,warrisk_impact,liquidity_direction,liquidity_impact,emotion_direction,emotion_impact,keyword,reference_content,interest,dollar,warrisk,liquidity,emotion,conclusion_short,conclusion_mid,conclusion_long,insight,conclusion,content_hash,Reference,shorttime,midtime,longtime
"101","白宫承认以色列总理告诉特朗普哈梅内伊行程","当地时间3月4日，美国方面有消息称，在对伊朗发动袭击前，以色列总理内塔尼亚胡在通话中向美国总统特朗普提供了伊朗最高领袖哈梅内伊2月28日具体行程的相关情报。","2026-03-05 10:48:25","华尔街见闻","2026-03-05 11:44:48","1","1","3","0","1","0","1","1","3","0","1","1","3","[""白宫"", ""内塔尼亚胡"", ""特朗普"", ""哈梅内伊"", ""提供行程情报"", ""中东局势""]",,"新闻未涉及美联储政策或通胀，对美债实际利率无直接影响","新闻未触发中东冲突升级，对美元指数无显著影响","美以针对伊朗最高领袖的情报共享，提升中东地缘风险，利多黄金","新闻未涉及货币财政政策，对资本市场流动性无影响","中东局势紧张信号提升避险情绪，支撑黄金看涨",,,,"需跟踪中东局势后续发展，冲突加剧则黄金上涨空间扩大","短期利多黄金，中期看局势，长期影响弱","7a8eb606b7542b7c9462fdb49e60155a","[]","短期利多黄金，强度中等，因地缘风险和避险情绪上升","中期影响待观察，局势未升级则中性，升级则利多","长期影响有限，此事件为短期地缘信号"
"102","国际货币基金组织总裁格奥尔基耶娃：全球经济韧性正再次受到中东新冲突的考验。","国际货币基金组织总裁格奥尔基耶娃：全球经济韧性正再次受到中东新冲突的考验。","2026-03-05 10:48:20","新浪财经","2026-03-05 11:45:21","1","1","4","1","3","-1","3","1","5","1","3","1","5","[""IMF总裁格奥尔基耶娃"", ""中东新冲突"", ""全球经济韧性考验""]",,"中东冲突考验经济韧性，或令美联储加息预期降温，实际利率下行，利多黄金","中东冲突触发美元避险需求，美元指数短期上涨，利空黄金","中东新冲突升级风险提升，地缘政治风险显著上升，直接利多黄金","冲突引发风险资产波动，避险资金流入黄金，支撑其流动性需求","IMF表态强化中东风险认知，市场避险情绪升温，利多黄金",,,,"关注中东冲突进展，其持续升级程度主导黄金短期走势","中东新冲突风险升温，短期利多黄金，需跟踪冲突后续发展","0ec0ed2b05428184ee4679705805c449","[]","短期地缘风险+避险情绪主导，利多黄金，强度较高","若冲突持续则经济承压推动宽松利多，缓解则影响减弱","冲突若影响增长与通胀，实际利率长期低位，利多黄金"
"103","卡塔尔：出于临时防范考虑，疏散美国大使馆附近人员。","卡塔尔：出于临时防范考虑，疏散美国大使馆附近人员。","2026-03-05 10:46:31","新浪财经","2026-03-05 11:45:46","1","1","1","0","1","1","1","1","2","0","1","1","2","[""卡塔尔"", ""疏散"", ""美国大使馆附近人员"", ""临时防范""]",,"美债实际利率无直接经济数据影响，中性低影响","临时地缘信号轻微推升美元避险，影响低","疏散人员体现地缘风险小幅上升，利多黄金，影响中低","无直接流动性相关信息，中性低影响","临时防范引发轻微避险情绪，看涨黄金，影响中低",,,,"临时地缘事件影响有限，需跟踪是否冲突升级","当前事件对黄金短期轻微利多，中期长期中性，需关注后续进展","1afd650e12a1d21c33f83006a1c704a2","[]","短期轻微利多黄金，强度1","事件无后续则中期影响消退，中性","无持续驱动，长期中性"
"104","【伊朗导弹击中以色列国防部区域】据伊朗媒体报道，当地时间3月4日晚，多枚伊朗导弹击中以色列中部，以色列国防部大楼所在区域严重损毁。伊朗伊斯兰革命卫队此前发布公告...","【伊朗导弹击中以色列国防部区域】据伊朗媒体报道，当地时间3月4日晚，多枚伊朗导弹击中以色列中部，以色列国防部大楼所在区域严重损毁。伊朗伊斯兰革命卫队此前发布公告说，在“真实承诺-4”第17波攻势中，伊朗使用高超音速导弹和无人机突破美国“萨德”反导系统，对以色列国防部大楼及特拉维夫市附近的本-古里安机场实施打击。 (CCTV国际时讯)","2026-03-05 10:41:32","新浪财经","2026-03-05 11:46:19","1","1","5","-1","3","-1","2","1","5","1","3","1","4","[""伊朗"", ""以色列"", ""导弹打击"", ""高超音速导弹"", ""突破萨德反导系统"", ""以色列国防部"", ""本古里安机场"", ""区域损毁""]",,"中东冲突推升避险，美债需求增或通胀预期升，实际利率下行利多黄金","冲突触发避险，美元短期受支撑走强，但黄金避险更强，利空影响有限","伊朗以色列军事冲突升级，中东地缘风险显著上升，黄金避险需求爆发","冲突引发风险资产抛售，资金流向黄金，提升黄金流动性需求","军事冲突爆发，市场恐慌避险情绪骤升，看涨黄金情绪浓厚",,,,"突发中东军事冲突是黄金短期利多核心，需关注后续双方反应","伊朗以色列军事冲突升级，短期黄金因避险大幅利多，中期跟踪冲突演变","c05143afea7e5c2775d94324db8f8d67","[]","短期利多黄金，强度高，因地缘风险爆发，避险情绪主导","中期利多但强度减弱，若冲突未扩大，避险情绪逐步消化","长期利多但强度弱，取决于冲突是否改变区域格局"
"105","英国海事贸易行动组织（UKMTO）称，科威特附近一艘油轮外发生爆炸，船员安全。","英国海事贸易行动组织（UKMTO）称，科威特附近一艘油轮外发生爆炸，船员安全。","2026-03-05 10:40:23","新浪财经","2026-03-05 11:46:36","1","1","2","0","1","0","1","1","2","0","1","1","2","[""英国海事贸易行动组织（UKMTO）"", ""科威特附近油轮"", ""爆炸"", ""船员安全""]",,"事件未影响美债实际利率核心变量，无明显变化","无显著避险资金流向美元，指数波动小","中东产油区小事件，风险略升但未升级","事件规模小，不影响资本市场流动性","避险情绪轻微上升，无恐慌性波动",,,,"关注事件是否升级，当前影响有限","短期轻微利多黄金，中期/长期中性","04ea57fa48546b875251c842554cebc1","[]","短期轻微利多，因地缘风险小幅上升","中期中性，无后续则影响消退","长期中性，无持续影响因素"
"106","【土耳其总统警告勿让伊朗导弹飞越土领空事件重演】土耳其总统埃尔多安4日晚警告说，勿让伊朗导弹飞越土耳其领空事件重演。埃尔多安说：“我们正在与北约盟国密切协商，采...","【土耳其总统警告勿让伊朗导弹飞越土领空事件重演】土耳其总统埃尔多安4日晚警告说，勿让伊朗导弹飞越土耳其领空事件重演。埃尔多安说：“我们正在与北约盟国密切协商，采取一切必要的预防措施，并在必要时立即进行干预。我们还以尽可能明确的措辞发出警告，以确保类似事件不再发生。”当天早些时候，土耳其国防部在社交媒体上说，一枚从伊朗发射的弹道导弹当日在飞越伊拉克和叙利亚领空后，被发现正朝土耳其领空方向飞行，随后被北约防御系统拦截并摧毁。事件未造成人员伤亡。据土耳其媒体援引一名土耳其官员的话报道，这枚导弹原本瞄准的是塞浦路斯一个基地，但偏离了飞行方向。 (新华社)","2026-03-05 10:39:56","新浪财经","2026-03-05 11:47:09","1","1","2","1","1","-1","1","1","2","0","0","1","2","[""土耳其总统埃尔多安"", ""伊朗导弹"", ""北约防御系统拦截"", ""导弹飞越土领空"", ""警告勿重演"", ""区域地缘紧张""]",,"区域事件未冲击美经济，美债实际利率短期微降，利好黄金，程度低","避险情绪推升美元微涨，利空黄金，程度低","土伊导弹事件涉北约，区域地缘风险小幅上升，利好黄金，程度中","事件未影响主要市场流动性，对黄金中性，程度低","短期避险情绪微升，看涨黄金情绪升温，利好黄金，程度中",,,,"关注土伊后续及北约动向，警惕地缘升级，短期黄金或小幅波动","短期受区域地缘和避险支撑偏利多，中期需观察事件是否发酵","fba74e396d054e945dc66e7c1c24b80d","[]","短期利多，地缘风险+避险情绪支撑，美元微强对冲，强度中","若事件未升级则中性，若升级则利多，暂中性","单一事件难持续影响，长期中性"
"116","马来西亚贸易机构：鼓励马来西亚出口商将货物改运至中东地区低风险的替代入境港口。","马来西亚贸易机构：鼓励马来西亚出口商将货物改运至中东地区低风险的替代入境港口。","2026-03-05 13:59:18","新浪财经","2026-03-05 14:09:59","1","1","2","0","1","0","1","1","2","0","1","1","2","[""马来西亚贸易机构"", ""马来西亚出口商"", ""改运货物"", ""中东低风险替代港口"", ""地缘风险应对""]",,"新闻与美债实际利率无直接关联，影响低","新闻不直接影响美元指数，影响低","暗示中东原港口存地缘风险，改运反映风险仍存，略利多黄金","与资本市场流动性无直接关联，影响低","市场意识到中东航运风险未消，避险情绪微升，略利多",,,,"关注中东地缘风险变化，当前物流调整影响有限","新闻反映中东航运风险存在，短期略利多，中长期中性","2161350c2e105404f8f341a3303d79b2","[]","利多，程度低（物流调整反映风险，短期避险微升）","中性（风险无升级则影响消退）","中性（长期不改变黄金趋势）"
"117","伊朗外长表示，美国将“痛悔”其开创的先例。","伊朗外长表示，美国将“痛悔”其开创的先例。","2026-03-05 13:58:49","新浪财经","2026-03-05 14:10:20","1","1","2","1","1","-1","1","1","2","0","1","1","2","[""伊朗外长"", ""美国"", ""痛悔先例"", ""美伊地缘紧张""]",,"美伊地缘信号小幅压低美债实际利率，利多黄金，影响低","地缘紧张短期支撑美元走强，利空黄金，影响低","美伊关系紧张苗头显现，地缘风险升温，利多黄金，影响中","无直接流动性信息，对黄金影响中性，程度低","避险情绪升温，看涨黄金意愿提升，利多，影响中",,,,"关注美伊后续行动，风险升级强化黄金利多","短期美伊地缘信号利多黄金，中期/长期看局势进展","c8b393edb206e7319eca92774fc25783","[]","短期地缘与情绪支撑，利多黄金，影响中等","若局势无实质升级，中期影响减弱，中性","无持续冲突则长期影响有限，中性"
"118","伊朗外交部长称，搭载近130名船员、作为印度海军宾客的“德纳”号护卫舰在国际水域遭美国无预警袭击。","伊朗外交部长称，搭载近130名船员、作为印度海军宾客的“德纳”号护卫舰在国际水域遭美国无预警袭击。","2026-03-05 13:58:23","新浪财经","2026-03-05 14:10:53","1","1","3","1","3","-1","2","1","4","0","1","1","3","[""伊朗"", ""美国"", ""德纳号护卫舰"", ""无预警袭击"", ""近130名船员"", ""印度海军宾客"", ""国际水域""]",,"美伊冲突引发避险买美债，名义利率降，实际利率走低，利多黄金，程度中","中东紧张削弱美元避险性，美元小幅走弱，利多黄金，程度低","美伊直接军事冲突推升地缘风险，避险需求激增，利多黄金，程度高","事件未引发系统性风险，流动性无明显变化，影响中性，程度低","冲突触发避险恐慌，黄金看涨情绪升温，利多黄金，程度中",,,,"关注美伊冲突是否升级，短期可逢低布局黄金避险","短期因美伊冲突利多黄金，中期中性，长期无持续影响","427bf2180abd928b49907a0645fecbf8","[]","短期利多，地缘风险驱动避险，强度中","中期中性，若未升级则影响消退，强度弱","长期中性，无持续冲突则影响消散，强度低"
"119","伊朗外长称美国对护卫舰的袭击是“暴行”。","伊朗外长称美国对护卫舰的袭击是“暴行”。","2026-03-05 13:56:47","新浪财经","2026-03-05 14:11:27","1","1","2","1","2","-1","1","1","2","1","1","1","2","[""伊朗外长"", ""美国"", ""护卫舰袭击"", ""暴行"", ""美伊冲突""]",,"冲突预期推升美债避险，实际利率下降，利多黄金，程度中","美元短期小幅避险走强，利空黄金影响弱，程度低","美伊冲突升级信号，地缘风险上升，黄金避险需求提升，程度中","风险资产调整，资金流向避险，黄金流动性改善，程度低","避险情绪升温，看涨黄金意愿增强，利多黄金，程度中",,,,"关注美伊冲突进展，升级则黄金避险需求持续","美伊冲突信号短期利多黄金，中期看演化，长期影响有限","4a0ec277c43edd04e093f773dfec7520","[]","短期利多黄金，强度中，因冲突信号推升避险","中期中性偏多，冲突未升级则影响减弱","长期中性，需观察冲突后续演化"
